id  title authors
31044 The Turn of the Road. A Play in Two Scenes and an Epilogue  Mayne, Rutherford
31045 Frondes Agrestes: Readings in 'Modern Painters' Ruskin, John
31046 A New Pocket Mouse (Genus Perognathus) from Kansas  Cockrum, E. Lendell
31048 A Battery at Close Quarters. A Paper Read before the Ohio Commandery of the Loyal Legion, October 6, 1909 Neil, Henry M. (Henry Moore)
31049 Bugle Blasts. Read before the Ohio Commandery of the Military Order of the Loyal Legion of the United States  Crane, William E. (William Edmund)
31050 A New Order of Fishlike Amphibia From the Pennsylvanian of Kansas Stewart, Peggy Lou
31051 The Atlantic Monthly, Volume 15, No. 92, June, 1865. A Magazine of Literature, Art, and Politics  Various
31053 The History of the Devil, As Well Ancient as Modern: In Two Parts Defoe, Daniel
31055 Twenty-Five Years in the Black Belt Edwards, William James
31056 The Grandee Palacio Valdés, Armando
31057 The Wishing Moon  Dutton, Louise Elizabeth
31061 A History of Mathematics  Cajori, Florian
31062 The Cartels Jungle  Cox, Irving E.
31063 Two New Moles (Genus Scalopus) from Mexico and Texas  Baker, Rollin H. (Rollin Harold)
31064 Stories by American Authors, Volume 2 Various
31065 Try Again; Or, the Trials and Triumphs of Harry West. A Story for Young Folks Optic, Oliver
31067 In the School-Room: Chapters in the Philosophy of Education Hart, John S. (John Seely)
31068 Andrew Jackson  Brown, William Garrott
31071 Punch, or the London Charivari, Volume 158, June 2, 1920  Various
31072 A Letter Book. Selected with an Introduction on the History and Art of Letter-Writing Saintsbury, George
31073 How Department Stores Are Carried On  Phillips, W. B. (Wesley Briggs)
31075 In The Ranks: From the Wilderness to Appomattox Court House. The War, as Seen and Experienced by a Private Soldier in the Army of the Potomac McBride, R. E. (Robert Ekin)
31076 Elliptic Functions: An Elementary Text-Book for Students of Mathematics Baker, Arthur Latham
31078 Curiosities of Literature, Vol. 3 Disraeli, Isaac
31081 The German Classics, v. 20. Masterpieces of German Literature Translated into English 
31082 The Mermaid of Druid Lake, and Other Stories  Bump, Charles Weathers
31083 The Recipe for Diamonds Hyne, Charles John Cutcliffe Wright
31084 Neotropical Bats from Western México  Anderson, Sydney
31085 The Galaxy, Volume 23, No. 2, February, 1877  Various
31086 """And they thought we wouldn't fight"""  Gibbons, Floyd Phillips
31087 A Rebel War Clerk's Diary at the Confederate States Capital Jones, J. B. (John Beauchamp)
31088 Taxonomy and Distribution of Some American Shrews Findley, James S. (James Smith)
31089 The Subspecies of the Mexican Red-Bellied Squirrel, Sciurus aureogaster Kelson, Keith R.
31090 Inspiration and Interpretation. Seven Sermons Preached Before the University of Oxford  Burgon, John William
31091 Cedar Creek: From the Shanty to the Settlement. A Tale of Canadian Life Walshe, Elizabeth H. (Elizabeth Hely)
31092 Hero Stories from American History. For Elementary Schools  Ball, Francis Kingsley
31094 Bear Trap Nourse, Alan Edward
31095 Stories by American Authors, Volume 3 Various
31096 The Lily and the Cross: A Tale of Acadia  De Mille, James
31097 Froebel's Gifts Wiggin, Kate Douglas Smith
31098 The North American Slime-Moulds. A Descriptive List of All Species of Myxomycetes Hitherto Reported from the Continent of North America, with Notes on Some Extra-Limital Species Macbride, Thomas H. (Thomas Huston)
31099 'Jena' or 'Sedan'?  Beyerlein, Franz Adam
31100 The Complete Project Gutenberg Works of Jane Austen. A Linked Index of all PG Editions of Jane Austen Austen, Jane
31101 Spenser Church, R. W. (Richard William)
31102 Stevenson Memorial Cook Book  
31103 A Christmas Greeting: A Series of Stories Andersen, H. C. (Hans Christian)
31104 The Place of Anarchism in Socialistic Evolution. An Address Delivered in Paris  Kropotkin, Petr Alekseevich, kniaz
31105 The Elements of Agriculture. A Book for Young Farmers, with Questions Prepared for the Use of Schools Waring, George E. (George Edwin)
31106 Brooke's Daughter: A Novel  Sergeant, Adeline
31108 Violence and the Labor Movement Hunter, Robert
31109 Taxonomic Notes on Mexican Bats of the Genus Rhogeëssa  Hall, E. Raymond (Eugene Raymond)
31110 My Impressions of America Asquith, Margot
31111 Across Asia on a Bicycle. The Journey of Two American Students from Constantinople to Peking  Allen, Thomas Gaskell
31112 The Scarlet Stigma: A Drama in Four Acts  Smith, James Edgar
31113 Company 'A', corps of engineers, U.S.A., 1846-'48, in the Mexican war Smith, Gustavus Woodson
31115 An Account of Our Arresting Experiences Evans, Conway
31116 Where I Wasn't Going  Richmond, Walt
31118 The Long Day: The Story of a New York Working Girl, as Told by Herself  Richardson, Dorothy
31119 Punch, or the London Charivari, Vol. 158, June 9, 1920  Various
31121 A Calendar of Scottish Saints Barrett, Michael
31122 The Mystery of Witch-Face Mountain, and Other Stories Murfree, Mary Noailles
31123 The Observers Vandenburg, G. L.
31124 A Diary Without Dates Bagnold, Enid
31125 The Life and Work of Susan B. Anthony (Volume 2 of 2). Including Public Addresses, Her Own Letters and Many From Her Contemporaries During Fifty Years  Harper, Ida Husted
31127 Rembrandt's Amsterdam Lugt, Frits
31128 Facing Death; Or, The Hero of the Vaughan Pit: A Tale of the Coal Mines Henty, G. A. (George Alfred)
31130 Boys' Book of Frontier Fighters Sabin, Edwin L. (Edwin Legrand)
31131 Boys' Book of Indian Warriors and Heroic Indian Women Sabin, Edwin L. (Edwin Legrand)
31132 Hazlitt on English Literature: An Introduction to the Appreciation of Literature  Hazlitt, William
31133 Home Life of Great Authors  Griswold, Hattie Tyng
31134 Stories by American Authors, Volume 7 Various
31135 The Adventures of the Eleven Cuff-Buttons. Being one of the exciting episodes in the career of the famous detective Hemlock Holmes, as recorded by his friend Dr. Watson  Thierry, James Francis
31136 Distribution of Some Nebraskan Mammals  Jones, J. Knox
31138 The So-called Human Race  Taylor, Bert Leston
31139 The Plow-Woman  Gates, Eleanor
31140 Young Auctioneers; Or, The Polishing of a Rolling Stone Stratemeyer, Edward
31141 Four New Pocket Gophers of the Genus Cratogeomys from Jalisco, Mexico Russell, Robert J.
31142 On the Nature of Thought. Or, The act of thinking and its connexion with a perspicuous sentence Haslam, John
31143 Talkers: With Illustrations Bate, John
31146 Stories by American Authors, Volume 8 Various
31147 A New Bat (Myotis) From Mexico  Hall, E. Raymond (Eugene Raymond)
31148 A New Subspecies of Wood Rat (Neotoma mexicana) from Colorado Finley, Robert B.
31149 A New Piñon Mouse (Peromyscus truei) from Durango, Mexico Finley, Robert B.
31151 The English Novel in the Time of Shakespeare  Jusserand, J. J. (Jean Jules)
31152 Pleistocene Pocket Gophers From San Josecito Cave, Nuevo Leon, Mexico Russell, Robert J.
31153 Telempathy  Simonds, Vance
31155 The Academy Keeper. Or Variety of useful Directions Concerning the Management of an Academy, The Terms, Diet, Lodging, Recreation, Discipline, and Instruction of Young Gentlemen. With the Proper Methods of addressing Parents and Guardians of all Ranks and Conditions  Anonymous
31156 "Encyclopaedia Britannica, 11th Edition, ""Châtelet"" to ""Chicago"". Volume 6, Slice 1"  Various
31157 Hymns from the Greek Office Books. Together with Centos and Suggestions Brownlie, John
31158 Campaigning in Cuba Kennan, George
31159 Essentials of Economic Theory. As Applied to Modern Problems of Industry and Public Policy  Clark, John Bates
31160 Free Joe and Other Georgian Sketches  Harris, Joel Chandler
31161 German Problems and Personalities Sarolea, Charles
31162 The International Monthly, Volume 5, No. 3, March, 1852 Various
31163 Are We Ruined by the Germans? Cox, Harold
31165 The Church Handy Dictionary Anonymous
31167 The Old Willow Tree, and Other Stories  Ewald, Carl
31168 Astounding Stories, July, 1931  Various
31169 The American Missionary — Volume 39, No. 08, August, 1885 Various
31171 1931: A Glance at the Twentieth Century Hartshorne, Henry
31172 Old English Poems. Translated into the Original Meter Together with Short Selections from Old English Prose 
31173 Anxious Audrey  Quiller-Couch, Mabel
31174 The Planet with No Nightmare  Harmon, Jim
31175 A New Species of Frog (Genus Tomodactylus) from Western México  Webb, Robert G.
31177 Ritual Conformity. Interpretations of the Rubrics of the Prayer-Book Agreed Upon by a Conference Held at All Saints, Margaret-street, 1880-1881 
31178 Thoughts on African Colonization  Garrison, William Lloyd
31179 "Fulton's ""Steam Battery"": Blockship and Catamaran" Chapelle, Howard Irving
31180 Ellen Middleton—A Tale  Fullerton, Georgiana
31181 Mascara-Viscera Brown, Paul Cameron
31183 Rembrandt, With a Complete List of His Etchings Hind, Arthur Mayger
31184 Poems Chesterton, G. K. (Gilbert Keith)
31185 Chapters in the History of the Insane in the British Isles  Tuke, Daniel Hack
31186 What Shall We Do Now?: Five Hundred Games and Pastimes  Fisher, Dorothy Canfield
31187 Harper's New Monthly Magazine, Volume 1, No. 2, July, 1850. Various
31188 """Laramie;"" Or, The Queen of Bedlam. A Story of the Sioux War of 1876"  King, Charles
31189 The Monster and Other Stories Crane, Stephen
31191 A Letter to the Hon. Samuel A. Eliot, Representative in Congress From the City of Boston, In Reply to His Apology For Voting For the Fugitive Slave Bill. Dexter, Franklin
31192 From the Rapidan to Richmond and the Spottsylvania Campaign. A Sketch in Personal Narration of the Scenes a Soldier Saw Dame, William Meade
31193 Manifesto of the Communist Party  Engels, Friedrich
31194 Stories by American Authors, Volume 9 Various
31195 English Caricaturists and Graphic Humourists of the Nineteenth Century.. How they Illustrated and Interpreted their Times.  Everitt, Graham
31196 Time and Tide by Weare and Tyne. Twenty-five Letters to a Working Man of Sunderland on the Laws of Work Ruskin, John
31200 The Wide Awake Girls in Winsted Barrett, Katharine Ellis
31201 The Brown Fairy Book  Lang, Andrew
31202 The Strange Cases of Dr. Stanchon Bacon, Josephine Daskam
31203 Medica Sacra. Or, A Commentary on the Most Remarkable Diseases Mentioned in the Holy Scriptures Mead, Richard
31205 The Philosophy of Spinoza Spinoza, Benedictus de
31206 Burgoyne's Invasion of 1777. With an outline sketch of the American Invasion of Canada, 1775-76.  Drake, Samuel Adams
31207 Where the World is Quiet  Kuttner, Henry
31208 Collectivum Lewis, Mike
31209 Indian Fairy Tales  
31210 The Redskins; or, Indian and Injin, Volume 1.. Being the Conclusion of the Littlepage Manuscripts Cooper, James Fenimore
31211 Cavalry of the Clouds Bott, Alan
31212 The Advocate: A Novel Heavysege, Charles
31214 Broad-Sword and Single-Stick. With Chapters on Quarter-Staff, Bayonet, Cudgel, Shillalah, Walking-Stick, Umbrella and Other Weapons of Self-Defence Headley, Rowland George Allanson-Winn, Baron
31215 A World Apart Merwin, Sam
31217 Household Papers and Stories  Stowe, Harriet Beecher
31219 Slave Narratives: a Folk History of Slavery in the United States From Interviews with Former Slaves, North Carolina Narratives, Part 2  United States. Work Projects Administration
31220 A New Subspecies of Bat (Myotis velifer) from Southeastern California and Arizona Vaughan, Terry A.
31221 The Genera of Phyllomedusine Frogs (Anura: Hylidae) Duellman, William Edward
31222 The Homicidal Diary Peirce, Earl
31223 Infinite Intruder Nourse, Alan Edward
31224 Geographic Distribution of the Pocket Mouse, Perognathus fasciatus  Jones, J. Knox
31225 The Life and Times of Ulric Zwingli Hottinger, Johann Jakob
31226 Rulers of India: Albuquerque  Stephens, H. Morse (Henry Morse)
31227 Stories by American Authors, Volume 10  Various
31228 The House by the Lock 
31229 Pot-Boilers Bell, Clive
31230 Allopathy and Homoeopathy Before the Judgment of Common Sense!  Hiller, Frederick
31231 Under Padlock and Seal  Avery, Harold
31232 History of Morgan's Cavalry Duke, Basil Wilson
31234 A History of the English Church in New Zealand  Purchas, Henry Thomas
31235 Natural History of the Brush Mouse (Peromyscus boylii) in Kansas With Description of a New Subspecies Long, Charles Alan
31236 Martyr  Nourse, Alan Edward
31237 The Gladiolus: A Practical Treatise on the Culture of the Gladiolus Crawford, Matthew
31238 Noah Webster. American Men of Letters Scudder, Horace Elisha
31240 Natural History of the Salamander, Aneides hardii Johnston, Richard F.
31241 Aliens  McFee, William
31242 Critical Remarks on Sir Charles Grandison, Clarissa, and Pamela (1754)  
31243 Twentieth Century Inventions: A Forecast  Sutherland, George
31244 A Dear Little Girl  Blanchard, Amy Ella
31245 Acadian Reminiscences : The True Story of Evangeline  Voorhies, Felix
31246 A Short Account of the History of Mathematics Ball, W. W. Rouse (Walter William Rouse)
31247 Camilla: A Tale of a Violin. Being the Artist Life of Camilla Urso  Barnard, Charles
31248 A Little Garrison: A Realistic Novel of German Army Life of To-day  Bilse, Fritz Oswald
31249 Conspecificity of two pocket mice, Perognathus goldmani and P. artus  Hall, E. Raymond (Eugene Raymond)
31250 Old Plymouth Trails Packard, Winthrop
31251 The Book of Pears and Plums; With Chapters on Cherries and Mulberries Bartrum, Edward
31252 The Red Moccasins: A Story  Heady, Morrison
31253 A Morning's Walk from London to Kew Phillips, R. (Richard), Sir
31254 The Conservation of Races. The American Negro Academy. Occasional Papers No. 2  Du Bois, W. E. B. (William Edward Burghardt)
31255 The Educated Negro and His Mission. The American Negro Academy. Occasional Papers No. 8 Scarborough, W. S. (William Sanders)
31256 How the Black St. Domingo Legion Saved the Patriot Army in the Siege of Savannah, 1779. The American Negro Academy. Occasional Papers No. 5 Steward, T. G. (Theophilus Gould)
31257 Dainty's Cruel Rivals; Or, The Fatal Birthday Miller, Alex. McVeigh, Mrs.
31258 Our campaign around Gettysburg. Being a memorial of what was endured, suffered and accomplished by the Twenty-third regiment (N. Y. S. N. G.) and other regiments associated with them, in their Pennsylvania and Maryland campaign, during the second rebel invasion of the loyal states in June-July, 1863  Lockwood, John
31259 The Boy With the U. S. Life-Savers  Rolt-Wheeler, Francis
31261 The Defects of the Negro Church. The American Negro Academy. Occasional Papers No. 10 Faduma, Orishatukeh
31262 Rastignac the Devil Farmer, Philip José
31263 Bark Kathleen Sunk By A Whale. To Which is Added an Account of Two Like Occurrences, the Loss of Ships Ann Alexander and Essex  Jenkins, Thomas H.
31265 Aunt Hannah and Seth  Otis, James
31266 Quality Street: A Comedy  Barrie, J. M. (James Matthew)
31267 Taxonomy of the Chipmunks, Eutamias quadrivittatus and Eutamias umbrinus  White, John A.
31268 Civilization the Primal Need of the Race, and The Attitude of the American Mind Toward the Negro Intellect. The American Negro Academy. Occasional Paper No. 3  Crummell, Alexander
31269 Upon The Tree-Tops  Miller, Olive Thorne
31270 The Writings of Thomas Paine, Complete. With Index to Volumes I - IV  Paine, Thomas
31271 The Writings Of Thomas Paine, Volume III.. 1791-1804  Paine, Thomas
31272 Threads of Grey and Gold  Reed, Myrtle
31273 The Arawack Language of Guiana in its Linguistic and Ethnological Relations Brinton, Daniel G. (Daniel Garrison)
31274 Lady Anna Trollope, Anthony
31275 Letters to Eugenia; Or, A Preservative Against Religious Prejudices Holbach, Paul Henri Thiry, baron d'
31277 Anglo-Saxon Grammar and Exercise Book. with Inflections, Syntax, Selections for Reading, and Glossary Smith, C. Alphonso (Charles Alphonso)
31278 The History of Freedom, and Other Essays  Acton, John Emerich Edward Dalberg Acton, Baron
31279 A Review of Hoffman's Race Traits and Tendencies of the American Negro. The American Negro Academy. Occasional Papers No. 1 Miller, Kelly
31280 Mammals of the Grand Mesa, Colorado Anderson, Sydney
31282 Mars Confidential Browne, Howard
31283 English Critical Essays: Nineteenth Century 
31286 Let 'Em Breathe Space!  Del Rey, Lester
31287 Turnover Point  Coppel, Alfred
31288 The Conscript: A Story of the French war of 1813  Erckmann-Chatrian
31289 Waterloo: A sequel to The Conscript of 1813 Erckmann-Chatrian
31290 Right on the Scaffold, or The Martyrs of 1822. The American Negro Academy. Occasional Papers No. 7  Grimké, Archibald Henry
31291 The Works of Robert Louis Stevenson - Swanston Edition, Vol. 22. Juvenilia and Other Papers Stevenson, Robert Louis
31292 A Year in the Fields  Burroughs, John
31293 Systematic Status of a South American Frog, Allophryne ruthveni Gaige Lynch, John D.
31296 The Ethnology of the British Colonies and Dependencies  Latham, R. G. (Robert Gordon)
31298 "The Trial of Theodore Parker. For the ""Misdemeanor"" of a Speech in Faneuil Hall against Kidnapping, before the Circuit Court of the United States, at Boston, April 3, 1855, with the Defence" Parker, Theodore
31299 The Ultimate Criminal Grimké, Archibald Henry
31300 Peonage Hershaw, Lafayette M.
31301 A Comparative Study of the Negro Problem. The American Negro Academy. Occasional Papers No. 4 Cook, Charles C.
31302 The Negro: What is His Ethnological Status? 2nd Ed. Ariel
31303 Euphorion - Vol. I. Being Studies of the Antique and the Mediaeval in the Renaissance Lee, Vernon
31304 Euphorion - Vol. II. Being Studies of the Antique and the Mediaeval in the Renaissance  Lee, Vernon
31305 Atta Troll  Heine, Heinrich
31306 Bride of the Dark One Brown, Florence Verbell
31307 One Purple Hope!  Hasse, Henry
31308 Orientations  Maugham, W. Somerset (William Somerset)
31311 Vocations Explained: Matrimony, Virginity, the Religious State and the Priesthood Downing, Dennis J.
31312 Air Service Boys Over the Enemy's Lines; Or, The German Spy's Secret  Beach, Charles Amory
31313 The Forerunners Rolland, Romain
31314 The Trumpeter of Säkkingen: A Song from the Upper Rhine.  Scheffel, Joseph Victor von
31315 Charles Sumner Centenary: Historical Address. The American Negro Academy. Occasional Papers No. 14  Grimké, Archibald Henry
31316 The Coming of Evolution: The Story of a Great Revolution in Science Judd, John W. (John Wesley)
31317 The Campaign of the Jungle; Or, Under Lawton through Luzon  Stratemeyer, Edward
31318 Geronimo's Story of His Life  Geronimo
31319 Ball's Bluff: An Episode and Its Consequences to Some of Us Peirson, Charles Lawrence
31320 The Wooing of Calvin Parks  Richards, Laura Elizabeth Howe
31322 Alexander Crummell: An Apostle of Negro Culture. The American Negro Academy. Occasional Papers No. 20 Ferris, William Henry
31323 The Demand and the Supply of Increased Efficiency in the Negro Ministry. The American Negro Academy. Occasional Papers No. 13 Moorland, Jesse Edward
31324 The Angel of the Revolution: A Tale of the Coming Terror  Griffith, George Chetwynd
31325 An Annotated Checklist of Nebraskan Bats  Jones, J. Knox
31326 The Wealth of Echindul  Loomis, Noel M.
31327 Master of the Moondog Mullen, Stanley
31328 The Early Negro Convention Movement. The American Negro Academy, Occasional Papers No. 9  Cromwell, John Wesley
31329 "Encyclopaedia Britannica, 11th Edition, ""Chicago, University of"" to ""Chiton"". Volume 6, Slice 2" Various
31330 Modern Industrialism and the Negroes of the United States. The American Negro Academy, Occasional Papers No. 12 Grimké, Archibald Henry
31331 The Ballotless Victim of One-Party Governments. The American Negro Academy, Occasional Papers No. 16  Grimké, Archibald Henry
31332 A Journal of Impressions in Belgium Sinclair, May
31333 The Disfranchisement of the Negro. The American Negro Academy. Occasional Papers No. 6  Love, John L.
31334 Descriptions of Two Species of Frogs, Genus Ptychohyla. Studies of American Hylid Frogs, V  Duellman, William Edward
31335 History of the Constitutions of Iowa  Shambaugh, Benjamin Franklin
31338 An Account of the Diseases which were most frequent in the British military hospitals in Germany  Monro, Donald
31339 The Black Phalanx. African American soldiers in the War of Independence, the War of 1812, and the Civil War Wilson, Joseph T. (Joseph Thomas)
31340 The Colored Girl Beautiful  Hackley, E. Azalia (Emma Azalia)
31341 Apparitions; Or, The Mystery of Ghosts, Hobgoblins, and Haunted Houses Developed  Taylor, Joseph
31342 The 3 Little Kittens  Anonymous
31343 The Invaders  Leinster, Murray
31344 Mathematical Geography  Johnson, Willis E. (Willis Ernest)
31345 History of the Intellectual Development of Europe, Volume I (of 2). Revised Edition Draper, John William
31349 Satan and the Comrades  Bennitt, Ralph
31350 Bible Studies in the Life of Paul, Historical and Constructive  Sell, Henry T. (Henry Thorne)
31351 A Record of Study in Aboriginal American Languages  Brinton, Daniel G. (Daniel Garrison)
31352 Sex-education. A series of lectures concerning knowledge of sex in its relation to human life Bigelow, Maurice A. (Maurice Alpheus)
31353 Personal Recollections of the War of 1861. As Private, Sergeant and Lieutenant in the Sixty-First Regiment, New York Volunteer Infantry Fuller, Charles A.
31354 Death Maeterlinck, Maurice
31355 To Each His Star  Walton, Bryce
31356 The Man Who Staked the Stars  MacLean, Katherine
31357 The Ultroom Error Sohl, Jerry
31358 Harper's New Monthly Magazine, Volume 1, No. 4, September, 1850 Various
31359 Notes and Queries, Number 235, April 29, 1854. A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc. Various
31360 Anthropology. As a Science and as a Branch of University Education in the United States Brinton, Daniel G. (Daniel Garrison)
31361 The Deaves Affair Footner, Hulbert
31362 The Weans at Rowallan Fitzpatrick, Kathleen
31363 British Supremacy & Canadian Self-Government, 1839-1854 Morison, J. L. (John Lyle)
31364 B-12's Moon Glow  Stearns, Charles A.
31365 Lippincott's Magazine of Popular Literature and Science, Volume 26, July 1880.  Various
31366 A Little Dusky Hero Comstock, Harriet T. (Harriet Theresa)
31367 The Training of a Forester  Pinchot, Gifford
31368 Glimpses of the Past: History of the River St. John, A.D. 1604-1784 Raymond, W. O. (William Odber)
31369 Nationality and Race from an Anthropologist's Point of View. Being the Robert Boyle lecture delivered before the Oxford university junior scientific club on November 17, 1919  Keith, Arthur, Sir
31370 Mistress Nell: A Merry Tale of a Merry Time Hazelton, George Cochrane
31371 The Little Clown  Cobb, Thomas
31372 Old Crow  Brown, Alice
31373 Solaris Farm: A Story of the Twentieth Century  Edson, Milan C.
31374 The Dramatist; Or, Stop Him Who Can! A Comedy, in Five Acts Reynolds, Frederick
31375 Under False Pretences: A Novel  Sergeant, Adeline
31377 Weird Tales. Vol. 1 (of 2)  Hoffmann, E. T. A. (Ernst Theodor Amadeus)
31378 Notes and Queries, Number 237, May 13, 1854. A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc. Various
31380 Bred of the Desert: A Horse and a Romance Horton, Charles M. (Charles Marcus)
31381 The Squire's Daughter: Being the First Book in the Chronicles of the Clintons Marshall, Archibald
31382 Psychology: A Study Of Mental Life  Woodworth, Robert Sessions
31383 The Industrial Canal and Inner Harbor of New Orleans. History, Description and Economic Aspects of Giant Facility Created to Encourage Industrial Expansion and Develop Commerce  Dabney, Thomas Ewing
31384 In the Early Days along the Overland Trail in Nebraska Territory, in 1852 Cole, Gilbert L.
31385 Notes on the Diplomatic History of the Jewish Question. With Texts of Protocols, Treaty Stipulations and Other Public Acts and Official Documents Wolf, Lucien
31386 Mad Shepherds, and Other Human Studies  Jacks, L. P. (Lawrence Pearsall)
31387 Betty Wales, Freshman Dunton, Edith K. (Edith Kellogg)
31388 Mother Truth's Melodies. Common Sense For Children. A Kindergarten  Miller, E. P., Mrs.
31389 The Boy Scouts in the Maine Woods; Or, The New Test for the Silver Fox Patrol Carter, Herbert, active 1909-1917
31390 The May Flower, and Miscellaneous Writings  Stowe, Harriet Beecher
31391 An Isle in the Water  Tynan, Katharine
31392 The Inhabited Wilson, Richard
31393 The Camp Fire Girls on the Field of Honor Vandercook, Margaret
31394 A Week's Tramp in Dickens-Land. Together with Personal Reminiscences of the 'Inimitable Boz' Therein Collected  Hughes, William R. (William Richard)
31395 Railway Adventures and Anecdotes: Extending over More Than Fifty Years  
31396 Jack Winters' Baseball Team; Or, The Rivals of the Diamond  Overton, Mark
31397 The Earl of Essex: A Tragedy, in Five Acts  Jones, Henry
31398 Notes and Queries, Number 238, May 20, 1854. A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc. Various
31399 Banked Fires  Savi, E. W. (Ethel Winifred)
31406 Cudjo's Cave  Trowbridge, J. T. (John Townsend)
31407 Delco Radio Owner's Manual Model 633; Delcotron Generator Installation  Delco-Remy Corporation
31408 The Oxford Degree Ceremony  Wells, J. (Joseph)
31409 Timar's Two Worlds  Jókai, Mór
31410 The Boy Slaves  Reid, Mayne
31411 Stories Pictures Tell. Book Four  Carpenter, Flora L. (Flora Leona)
31412 Old and New London, Volume I. A Narrative of Its History, Its People, and Its Places  Thornbury, Walter
31413 The Story of Extinct Civilizations of the West  Anderson, Robert E. (Robert Edward), M.A., F.A.S.
31414 Bear Brownie: The Life of a Bear  Robinson, Harry Perry
31415 Stained Glass Work: A text-book for students and workers in glass Whall, Christopher
31416 The Immortal Moment: The Story of Kitty Tailleur  Sinclair, May
31417 Psychic Phenomena. A Brief Account of the Physical Manifestations Observed in Psychical Research  Bennett, Edward T.
31418 The Battle and the Ruins of Cintla  Brinton, Daniel G. (Daniel Garrison)
31419 Wyn's Camping Days; Or, The Outing of the Go-Ahead Club Marlowe, Amy Bell
31420 La Sorcière: The Witch of the Middle Ages Michelet, Jules
31421 Through Apache Land Ellis, Edward Sylvester
31422 The Kempton-Wace Letters  London, Jack
31423 In-Door Gardening for Every Week in the Year. Showing the Most Successful Treatment for all Plants Cultivated in the Greenhouse, Conservatory, Stove, Pit, Orchid, and Forcing-house  Keane, William, gardener
31424 Report of the Proceedings at the Examination of Charles G. Davis, Esq., on the Charge of Aiding and Abetting in the Rescue of a Fugitive Slave: Held in Boston, in February, 1851.  Davis, Charles G. (Charles Gideon)
31425 Report of the Decision of the Supreme Court of the United States, and the Opinions of the Judges Thereof, in the Case of Dred Scott versus John F. A. Sandford. December Term, 1856.  United States. Supreme Court
31426 Eagles of the Sky; Or, With Jack Ralston Along the Air Lanes  Newcomb, Ambrose
31427 Miscellaneous Writings, 1883-1896 Eddy, Mary Baker
31428 Matter, Ether, and Motion: The Factors and Relations of Physical Science. Rev. ed., enl.  Dolbear, A. E. (Amos Emerson)
31429 Washo Religion  Downs, James F.
31430 The Church of England Magazine - Volume 10, No. 263, January 9, 1841  Various
31431 Old-Time Stories  Perrault, Charles
31439 Weird Tales, Vol. 2 (of 2)  Hoffmann, E. T. A. (Ernst Theodor Amadeus)
31447 "Encyclopaedia Britannica, 11th Edition, ""Chitral"" to ""Cincinnati"". Volume 6, Slice 3"  Various
31448 Mammals from Tamaulipas, Mexico Baker, Rollin H. (Rollin Harold)
31449 Across the Plains to California in 1852: Journal of Mrs. Lodisa Frizzell  Frizell, Lodisa
31451 A Little Question in Ladies' Rights Fillmore, Parker
31452 Roy Blakeley in the Haunted Camp  Fitzhugh, Percy Keese
31453 The Southern Soldier Boy: A Thousand Shots for the Confederacy  Elliott, James Carson
31454 The Atlantic Monthly, Volume 16, No. 93, July, 1865. A Magazine of Literature, Art, and Politics  Various
31455 Harper's New Monthly Magazine, Vol. 2, No. 8, January, 1851 Various
31456 The Upward Path: A Reader For Colored Children  
31457 The Evidence in the Case. A Discussion of the Moral Responsibility for the War of 1914, as Disclosed by the Diplomatic Records of England, Germany, Russia  Beck, James M. (James Montgomery)
31458 Additional Records and Extensions of Known Ranges of Mammals from Utah  Durrant, Stephen David
31462 Oliver Goldsmith  Buckland, E. S. Lang
31463 The Orphan; Or, The Unhappy Marriage.  A Tragedy, in Five Acts  Otway, Thomas
31466 The Council of Dogs Anonymous
31467 The Rubáiyát of a Bachelor  Rowland, Helen
31468 The Battle of Franklin, Tennessee, November 30, 1864. A statement of the erroneous claims made by General Schofield, and an exposition of the blunder which opened the battle Shellenberger, John K.
31469 The Shunned House Lovecraft, H. P. (Howard Phillips)
31470 John March, Southerner  Cable, George Washington
31471 The Girl in the Mirror  Jordan, Elizabeth Garver
31472 Cynthia's Chauffeur Tracy, Louis
31473 The Life of Nancy Jewett, Sarah Orne
31476 The Long Necked Bottle  Brown, Paul Cameron
31477 Point Spread Poems  Brown, Paul Cameron
31478 Rollo in Society: A Guide for Youth Chappell, George S. (George Shepard)
31479 Celebrated Women Travellers of the Nineteenth Century Adams, W. H. Davenport (William Henry Davenport)
31480 The Crow's Nest Day, Clarence
31481 Tales from the Lands of Nuts and Grapes (Spanish and Portuguese Folklore) Sellers, Charles
31482 Smeaton and Lighthouses. A Popular Biography, with an Historical Introduction and Sequel  Anonymous
31483 The First Little Pet Book with Ten Short Stories in Words of Three and Four Letters Fanny, Aunt
31484 The Works of Robert Louis Stevenson - Swanston Edition, Vol. 08 Stevenson, Robert Louis
31485 The Blue Goose  Nason, Frank Lewis
31486 The Monkey's Frolic: A Humorous Tale, in Verse  Anonymous
31487 Boy Scouts on the Great Divide; Or, The Ending of the Trail Fletcher, Archibald Lee
31488 The Little Regiment, and Other Episodes of the American Civil War Crane, Stephen
31489 A Mad Love  Brame, Charlotte M.
